Calendario[Mês/Ano];Ramo_Atividade;Pais;Regiao;FATO[P.NF.OperacaoFini];Cliente;UF;Linha_Producao;Gramagem;Macro_Formato;Nome_Produto;Grupo_Produto;Tipo_Produto;Municipio;Canal;Gerente_Regional;Vendedor;Cod_Produto;Quantidade;Valor_Total;Peso_Liquido;Data_SellIn;Ano_Mes
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;SM;SM;FINIBURGUERS 12X80G;GOMA 12X80G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111100F01002;364;14454,44;349,44;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;SM;SM;FINIBURGUERS 12X80G;GOMA 12X80G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111100F01002;364;14454,44;349,44;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;SM;SM;FINIBURGUERS 12X80G;GOMA 12X80G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111100F01002;364;14454,44;349,44;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;SM;SM;FINIBURGUERS 12X80G;GOMA 12X80G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111100F01002;234;9292,14;224,64;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;SM;SM;FINIBURGUERS 12X80G;GOMA 12X80G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111100F01002;1456;54435,32;1397,76;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;SM;SM;FINIBURGUERS 12X80G;GOMA 12X80G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111100F01002;364;14523,60;349,44;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;SM;SM;MINHOCAS BRILHO 12X80G;GOMA 12X80G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111100M12002;3640;144544,40;3494,40;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;SM;SM;MINHOCAS BRILHO 12X80G;GOMA 12X80G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111100M12002;1456;53726,40;1397,76;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;SM;SM;MINHOCAS BRILHO 12X80G;GOMA 12X80G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111100M12002;2912;111097,89;2795,52;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;SM;SM;MINHOCAS BRILHO 12X80G;GOMA 12X80G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111100M12002;364;14523,60;349,44;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;SM;SM;MINHOCAS CITRICA 12X80G;GOMA 12X80G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111100M13003;3380;134219,80;3244,80;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;SM;SM;MINHOCAS CITRICA 12X80G;GOMA 12X80G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111100M13003;2912;116188,80;2795,52;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;SM;SM;MINHOCAS CITRICA 12X80G;GOMA 12X80G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111100M13003;728;29047,20;698,88;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;SM;SM;URSINHOS BRILHO 12X80G;GOMA 12X80G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111100U00102;884;35103,64;848,64;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;SM;SM;URSINHOS BRILHO 12X80G;GOMA 12X80G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111100U00102;2912;116188,80;2795,52;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;SM;SM;URSINHOS BRILHO 12X80G;GOMA 12X80G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111100U00102;364;14523,60;349,44;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;MARSHMALLOW;200 G;GRANEL;MARSH.TORCAO CI 12X200G;MARSH 12X200G;MARSH;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111200M26101;80;4222,40;192,00;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;MARSHMALLOW;200 G;GRANEL;MARSH.TORCAO CI 12X200G;MARSH 12X200G;MARSH;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111200M26101;450;24547,50;1080,00;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;MARSHMALLOW;200 G;GRANEL;MARSH.CAMPING CI 12X200G;MARSH 12X200G;MARSH;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111200M26201;830;45276,50;1992,00;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;MARSHMALLOW;200 G;GRANEL;MARSH.RECH TORCAO CI 12X200G;MARSH 12X200G;MARSH;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111200M26301;120;6333,60;288,00;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;MARSHMALLOW;200 G;GRANEL;MARSH.RECH TORCAO CI 12X200G;MARSH 12X200G;MARSH;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111200M26301;450;24547,50;1080,00;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;MARSHMALLOW;200 G;GRANEL;MARSH.RECH ROSA/BRA CI 12X200G;MARSH 12X200G;MARSH;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111200M26401;100;5278,00;240,00;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;MARSHMALLOW;200 G;GRANEL;MARSH.RECH ROSA/BRA CI 12X200G;MARSH 12X200G;MARSH;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111200M26401;285;15546,75;684,00;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;MARSHMALLOW;250 G;GRANEL;MARSH.TORCAO AZUL 12X250G;MARSH 12X250G;MARSH;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111250M09401;100;6483,00;300,00;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;MARSHMALLOW;250 G;GRANEL;MARSH.TORCAO ROSA 12X250G;MARSH 12X250G;MARSH;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111250M17501;100;6483,00;300,00;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;SUPLEMENTOS;DG 60;Não Classificado;DR.GOOD MELATONINA 8X60UN;SUPLEMENTO 8X60UN;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;112040D15499;8;937,92;7,68;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;SUPLEMENTOS;DG 30;SM;DR.GOOD M GOOD AD DIET 12X30UN;SUPLEMENTO 12X30UN;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;112250D01811;2;395,78;2,88;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;SUPLEMENTOS;DG 30;SM;DR.GOOD MULTIGOOD KIDS 12X30UN;SUPLEMENTO 12X30UN;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;112250D10511;3;527,57;4,00;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;SUPLEMENTOS;DG 60;Não Classificado;DR.GOOD VIT C KIDS 12X60UN;SUPLEMENTO 12X60UN;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;112250D10602;2;351,71;5,47;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;CHICLE COM ACUCAR;14 G;MONOPORÇAO;CHICLE SALADA FRUTAS 12X18X14G;CHICLE 12X18X14G;CHICLE;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;113014C01706;30;3478,80;90,72;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;REGALIZ;15 G;MONOPORÇAO;TUBES UVA 12X12X15G;REGALIZ 12X12X15G;REGALIZ;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;113017T11002;44;3461,48;95,04;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;REGALIZ;15 G;MONOPORÇAO;TUBES UVA 12X12X15G;REGALIZ 12X12X15G;REGALIZ;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;113017T11002;40;3146,80;86,40;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;REGALIZ;15 G;MONOPORÇAO;TUBES TWISTER 12X12X15G;REGALIZ 12X12X15G;REGALIZ;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;113017T11702;180;10922,99;388,80;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;REGALIZ;15 G;MONOPORÇAO;TUBES TWISTER CITR 12X12X15G;REGALIZ 12X12X15G;REGALIZ;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;113017T11803;20;1573,40;43,20;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;REGALIZ;15 G;MONOPORÇAO;TUBES TUTTI FRUTTI CB 12X12X15;REGALIZ 12X12X15G;REGALIZ;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;113017T12503;140;11013,80;302,40;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;REGALIZ;15 G;MONOPORÇAO;TUBES TUTTI FRUTTI CB 12X12X15;REGALIZ 12X12X15G;REGALIZ;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;113017T12503;110;8653,70;237,60;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;REGALIZ;15 G;MONOPORÇAO;TUBES TRES CORES CB 12X12X15G;REGALIZ 12X12X17G;REGALIZ;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;113017T12603;80;6293,60;172,80;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;REGALIZ;15 G;MONOPORÇAO;TUBES TRES CORES CB 12X12X15G;REGALIZ 12X12X17G;REGALIZ;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;113017T12603;100;7867,00;216,00;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;REGALIZ;15 G;MONOPORÇAO;TUBES MORANGO CB 12X12X15G;REGALIZ 12X12X15G;REGALIZ;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;113017T12702;280;22027,60;604,80;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;REGALIZ;15 G;MONOPORÇAO;TUBES MORANGO CB 12X12X15G;REGALIZ 12X12X15G;REGALIZ;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;113017T12702;50;3933,50;108,00;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;REGALIZ;15 G;MONOPORÇAO;TUBES PINTA LINGUA 12X12X15G;REGALIZ 12X12X15G;REGALIZ;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;113017T13202;140;11013,80;302,40;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;15 G;MONOPORÇAO;AMORAS 24X12X15G;GOMA 24X12X15G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;113018A00104;30;4720,20;129,60;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;15 G;MONOPORÇAO;AMORAS 24X12X15G;GOMA 24X12X15G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;113018A00104;53;8339,02;228,96;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;NS 18 G;MONOPORÇAO;B.ESTAR COLAGENO 24X12X18G;GOMA 24X12X18G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;113018C09102;1;435,49;5,18;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;REGALIZ;27 G;ENVUELTOS;TUBES MORANGO CITR 6X24X27G;REGALIZ 6X24X27G;REGALIZ;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;113027T03003;140;16695,42;544,32;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;REGALIZ;27 G;ENVUELTOS;TUBES MORANGO CITR 6X24X27G;REGALIZ 6X24X27G;REGALIZ;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;113027T03003;77;4307,09;299,38;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;REGALIZ;27 G;ENVUELTOS;TUBES IOGURTE 6X24X27G;REGALIZ 6X24X27G;REGALIZ;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;113027T16102;70;10822,00;272,16;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;REGALIZ;27 G;ENVUELTOS;TUBES IOGURTE 6X24X27G;REGALIZ 6X24X27G;REGALIZ;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;113027T16102;77;4307,08;299,38;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;REGALIZ;27 G;ENVUELTOS;TUBES MORANGO 6X24X27G;REGALIZ 6X24X27G;REGALIZ;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;113027T16202;140;21644,00;544,32;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;REGALIZ;27 G;ENVUELTOS;TUBES MORANGO 6X24X27G;REGALIZ 6X24X27G;REGALIZ;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;113027T16202;80;12128,80;311,04;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;REGALIZ;27 G;ENVUELTOS;TUBES TWISTER 6X24X27G;REGALIZ 6X24X27G;REGALIZ;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;113027T16302;70;10822,00;272,16;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;REGALIZ;27 G;ENVUELTOS;TUBES TWISTER 6X24X27G;REGALIZ 6X24X27G;REGALIZ;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;113027T16302;160;24257,60;622,08;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;250 G;GRANEL;AMORAS 12X250G;GOMA 12X250G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;115250A14504;64;4464,78;192,00;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;250 G;GRANEL;BANANAS 12X250G;GOMA 12X250G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;115250B11811;32;2894,08;96,00;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;250 G;GRANEL;BEIJOS DE MORANGO 12X250G;GOMA 12X250G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;115250B11911;48;3348,59;144,00;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;MARSHMALLOW;250 G;GRANEL;MARSH.CAMPING 12X250G;MARSH 12X250G;MARSH;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;115250M17401;200;12966,00;600,00;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;MARSHMALLOW;250 G;GRANEL;MARSH.ALVORADA CB 12X250G;MARSH 12X250G;MARSH;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;115250M19701;50;3241,50;150,00;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;MARSHMALLOW;250 G;GRANEL;MARSH.FLOR CB 12X250G;MARSH 12X250G;MARSH;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;115250M19801;100;6483,00;300,00;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;MARSHMALLOW;250 G;GRANEL;MARSH.TORCAO CB 12X250G;MARSH 12X250G;MARSH;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;115250M19901;200;12966,00;600,00;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;MARSHMALLOW;250 G;GRANEL;MARSH.RECH AZUL/BRANCO 12X250G;MARSH 12X250G;MARSH;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;115250M24005;100;6483,00;300,00;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;MARSHMALLOW;250 G;GRANEL;MARSH.RECH ROSA/BRANCO 12X250G;MARSH 12X250G;MARSH;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;115250M24105;100;6483,00;300,00;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;MARSHMALLOW;250 G;GRANEL;MARSH.RECH TORCAO 12X250G;MARSH 12X250G;MARSH;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;115250M24205;100;6483,00;300,00;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;500 G;GRANEL;AMORAS 12X500G;GOMA 12X500G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;115500A00104;20;3559,40;120,00;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;500 G;GRANEL;BANANAS 12X500G;GOMA 12X500G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;115500B01002;20;3559,40;120,00;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;500 G;GRANEL;BEIJOS DE MORANGO 12X500G;GOMA 12X500G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;115500B02002;20;3559,40;120,00;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;500 G;GRANEL;DENTADURAS 12X500G;GOMA 12X500G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;115500D07002;5;889,85;30,00;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;500 G;GRANEL;MINHOCAS BRILHO 12X500G;GOMA 12X500G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;115500M12002;20;3559,40;120,00;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;500 G;GRANEL;URSINHOS BRILHO 12X500G;GOMA 12X500G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;115500U00102;5;889,85;30,00;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;SUPLEMENTOS;DG ST UP;SM;DR.GOOD P VIT C DIET 8X15UN;SUPLEMENTO 8X15UN;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;117060D13601;2;89,72;1,34;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;SUPLEMENTOS;DG ST UP;SM;DR.GOOD P MULTI DIET 8X15UN;SUPLEMENTO 8X15UN;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;117060D13701;2;89,72;1,01;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;SUPLEMENTOS;DG ST UP;SM;DR.GOOD P VIT C KIDS 16X25UN;SUPLEMENTO 16X25UN;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;117060D13801;2;102,03;1,20;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;SUPLEMENTOS;DG ST UP;SM;DR.GOOD P MULTI KIDS 8X16UN;SUPLEMENTO 8X16UN;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;117060D13901;2;89,73;0,97;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;REGALIZ;15 G;MONOPORÇAO;TUBES MOR C/ LAR CITR 12X12X15;REGALIZ 12X12X15G;REGALIZ;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;11A017T09910;80;6293,60;172,80;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;REGALIZ;15 G;MONOPORÇAO;TUBES MOR C/ LAR CITR 12X12X15;REGALIZ 12X12X15G;REGALIZ;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;11A017T09910;50;3933,50;108,00;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;15 G;MONOPORÇAO;BANANAS 24X12X15G;GOMA 24X12X15G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;11A018B01011;20;3146,80;86,40;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;15 G;MONOPORÇAO;BANANAS 24X12X15G;GOMA 24X12X15G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;11A018B01011;192;30209,28;829,44;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;15 G;MONOPORÇAO;BANANAS 24X12X15G;GOMA 24X12X15G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;11A018B01011;25;3933,50;108,00;2023-04-01;2023-04
abr 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;15 G;MONOPORÇAO;BEIJOS DE MORANGO 24X12X15G;GOMA 24X12X15G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;11C018B02011;45;7080,30;194,40;2023-04-01;2023-04
