Calendario[Mês/Ano];Ramo_Atividade;Pais;Regiao;FATO[P.NF.OperacaoFini];Cliente;UF;Linha_Producao;Gramagem;Macro_Formato;Nome_Produto;Grupo_Produto;Tipo_Produto;Municipio;Canal;Gerente_Regional;Vendedor;Cod_Produto;Quantidade;Valor_Total;Peso_Liquido;Data_SellIn;Ano_Mes
jun 2024;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;MARSHMALLOW;200 G;GRANEL;MARSH.CAMPING CI 12X200G;MARSH 12X200G;MARSH;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111200M26201;440;26664,00;1056,00;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;MARSHMALLOW;200 G;GRANEL;MARSH.CAMPING CI 12X200G;MARSH 12X200G;MARSH;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111200M26201;480;29088,00;1152,00;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;MARSHMALLOW;200 G;GRANEL;MARSH.RECH TORCAO CI 12X200G;MARSH 12X200G;MARSH;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111200M26301;192;11635,20;460,80;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;MARSHMALLOW;200 G;GRANEL;MARSH.RECH TORCAO CI 12X200G;MARSH 12X200G;MARSH;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111200M26301;168;10180,80;403,20;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;MARSHMALLOW;200 G;GRANEL;MARSH.RECH ROSA/BRA CI 12X200G;MARSH 12X200G;MARSH;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111200M26401;192;11258,88;460,80;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;MARSHMALLOW;200 G;GRANEL;MARSH.RECH AZUL/BRA CI 12X200G;MARSH 12X200G;MARSH;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111200M26501;192;11258,88;460,80;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;MARSHMALLOW;200 G;GRANEL;MARSH.RECH AZUL/BRA CI 12X200G;MARSH 12X200G;MARSH;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111200M26501;48;2908,80;115,20;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;MARSHMALLOW;200 G;GRANEL;MARSH.RECH AZUL/BRA CI 12X200G;MARSH 12X200G;MARSH;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;111200M26501;192;11635,20;460,80;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;MARSHMALLOW;200 G;GRANEL;MARSH.FONDUE 12X200G;MARSH 12X200G;MARSH;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;111200M38101;624;36591,36;1497,60;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;CHICLE COM ACUCAR;14 G;MONOPORÇAO;CHICLE SALADA FRUTAS 12X18X14G;CHICLE 12X18X14G;CHICLE;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;113014C01706;20;2458,40;60,48;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;CHICLE COM ACUCAR;14 G;MONOPORÇAO;CHICLE MORANGO 12X18X14G;CHICLE 12X18X14G;CHICLE;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;113014C02906;10;1229,20;30,24;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;CHICLE COM ACUCAR;14 G;MONOPORÇAO;CHICLE MORANGO 12X18X14G;CHICLE 12X18X14G;CHICLE;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;113014C02906;40;4821,60;120,96;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;CHICLE COM ACUCAR;14 G;MONOPORÇAO;CHICLE CLASSICOS 12X18X14G;CHICLE 12X18X14G;CHICLE;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;113014C14706;30;3616,20;90,72;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;REGALIZ;15 G;MONOPORÇAO;TUBES UVA 12X12X15G;REGALIZ 12X12X15G;REGALIZ;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;113017T11002;100;8338,00;216,00;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;REGALIZ;15 G;MONOPORÇAO;TUBES UVA 12X12X15G;REGALIZ 12X12X15G;REGALIZ;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;113017T11002;20;1667,60;43,20;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;REGALIZ;15 G;MONOPORÇAO;TUBES UVA 12X12X15G;REGALIZ 12X12X15G;REGALIZ;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;113017T11002;40;3335,20;86,40;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;REGALIZ;15 G;MONOPORÇAO;TUBES UVA CITR 12X12X15G;REGALIZ 12X12X15G;REGALIZ;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;113017T11203;60;5002,80;129,60;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;REGALIZ;15 G;MONOPORÇAO;TUBES UVA CITR 12X12X15G;REGALIZ 12X12X15G;REGALIZ;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;113017T11203;10;833,80;21,60;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;REGALIZ;15 G;MONOPORÇAO;TUBES TWISTER 12X12X15G;REGALIZ 12X12X15G;REGALIZ;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;113017T11702;40;3335,20;86,40;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;REGALIZ;15 G;MONOPORÇAO;TUBES TWISTER 12X12X15G;REGALIZ 12X12X15G;REGALIZ;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;113017T11702;20;1667,60;43,20;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;REGALIZ;15 G;MONOPORÇAO;TUBES TWISTER 12X12X15G;REGALIZ 12X12X15G;REGALIZ;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;113017T11702;20;1667,60;43,20;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;REGALIZ;15 G;MONOPORÇAO;TUBES TWISTER CITR 12X12X15G;REGALIZ 12X12X15G;REGALIZ;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;113017T11803;20;1667,60;43,20;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;REGALIZ;15 G;MONOPORÇAO;TUBES TUTTI FRUTTI CB 12X12X15;REGALIZ 12X12X15G;REGALIZ;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;113017T12503;60;5002,80;129,60;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;REGALIZ;15 G;MONOPORÇAO;TUBES TUTTI FRUTTI CB 12X12X15;REGALIZ 12X12X15G;REGALIZ;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;113017T12503;80;6670,40;172,80;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;REGALIZ;15 G;MONOPORÇAO;TUBES TRES CORES CB 12X12X15G;REGALIZ 12X12X17G;REGALIZ;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;113017T12603;20;1667,60;43,20;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;REGALIZ;15 G;MONOPORÇAO;TUBES TRES CORES CB 12X12X15G;REGALIZ 12X12X17G;REGALIZ;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;113017T12603;60;5002,80;129,60;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;REGALIZ;15 G;MONOPORÇAO;TUBES MORANGO CB 12X12X15G;REGALIZ 12X12X15G;REGALIZ;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;113017T12702;100;8338,00;216,00;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;REGALIZ;15 G;MONOPORÇAO;TUBES MORANGO CB 12X12X15G;REGALIZ 12X12X15G;REGALIZ;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;113017T12702;20;1667,60;43,20;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;REGALIZ;15 G;MONOPORÇAO;TUBES PINTA LINGUA 12X12X15G;REGALIZ 12X12X15G;REGALIZ;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;113017T13202;40;3335,20;86,40;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;REGALIZ;15 G;MONOPORÇAO;TUBES PINTA LINGUA 12X12X15G;REGALIZ 12X12X15G;REGALIZ;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;113017T13202;20;1667,60;43,20;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;REGALIZ;FESTA 17 G;SM;TUBES FACA FESTA MIX 12X10X15G;REGALIZ 12X10X17G;REGALIZ;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;113017T14399;9;590,04;16,20;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;15 G;MONOPORÇAO;AMORAS 24X12X15G;GOMA 24X12X15G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;113018A00104;120;20013,60;518,40;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;15 G;MONOPORÇAO;AMORAS 24X12X15G;GOMA 24X12X15G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;113018A00104;144;24016,32;622,08;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;REGALIZ;27 G;ENVUELTOS;TUBES MORANGO CITR 6X24X27G;REGALIZ 6X24X27G;REGALIZ;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;113027T03003;14;2164,40;54,43;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;REGALIZ;27 G;ENVUELTOS;TUBES MORANGO CITR 6X24X27G;REGALIZ 6X24X27G;REGALIZ;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;113027T03003;14;2122,54;54,43;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;REGALIZ;27 G;ENVUELTOS;TUBES MORANGO CITR 6X24X27G;REGALIZ 6X24X27G;REGALIZ;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;113027T03003;63;9551,43;244,94;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;REGALIZ;27 G;ENVUELTOS;TUBES IOGURTE 6X24X27G;REGALIZ 6X24X27G;REGALIZ;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;113027T16102;56;8657,60;217,73;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;REGALIZ;27 G;ENVUELTOS;TUBES IOGURTE 6X24X27G;REGALIZ 6X24X27G;REGALIZ;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;113027T16102;28;4245,08;108,86;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;REGALIZ;27 G;ENVUELTOS;TUBES MORANGO 6X24X27G;REGALIZ 6X24X27G;REGALIZ;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;113027T16202;42;6493,20;163,30;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;REGALIZ;27 G;ENVUELTOS;TUBES MORANGO 6X24X27G;REGALIZ 6X24X27G;REGALIZ;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;113027T16202;63;9551,43;244,94;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;REGALIZ;27 G;ENVUELTOS;TUBES TWISTER 6X24X27G;REGALIZ 6X24X27G;REGALIZ;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;113027T16302;28;4328,80;108,86;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;REGALIZ;27 G;ENVUELTOS;TUBES TWISTER 6X24X27G;REGALIZ 6X24X27G;REGALIZ;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;113027T16302;63;9551,43;244,94;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;REGALIZ;27 G;ENVUELTOS;TUBES DESENROLA TUTTI 6X24X27G;REGALIZ 6X24X27G;REGALIZ;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;113030T25502;7;1061,27;27,22;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;250 G;GRANEL;BANANAS 12X250G;GOMA 12X250G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;115250B11811;80;7235,20;240,00;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;250 G;GRANEL;BEIJOS DE MORANGO 12X250G;GOMA 12X250G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;115250B11911;128;11576,32;384,00;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;250 G;GRANEL;DENTADURAS 12X250G;GOMA 12X250G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;115250D12102;256;23152,64;768,00;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;250 G;GRANEL;DENTADURAS 12X250G;GOMA 12X250G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;115250D12102;64;5788,16;192,00;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;MARSHMALLOW;200 G;GRANEL;MARSH.VULCAO ROSA 12X200G;MARSH 12X200G;MARSH;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;115250M04415;24;1407,36;57,60;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;250 G;GRANEL;MINHOCAS BRILHO 12X250G;GOMA 12X250G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;115250M23902;80;7235,20;240,00;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;250 G;GRANEL;URSINHOS 12X250G;GOMA 12X250G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;115250U06802;112;10129,28;336,00;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;500 G;GRANEL;BANANAS 12X500G;GOMA 12X500G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;115500B01002;7;1245,79;42,00;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;500 G;GRANEL;BANANAS 12X500G;GOMA 12X500G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;115500B01002;5;889,85;30,00;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;CHICLE COM ACUCAR;500 G;GRANEL;CHICLE SALADA FRUTAS 12X450G;CHICLE 12X450G;CHICLE;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;115500C01706;10;1779,70;54,00;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;500 G;GRANEL;DENTADURAS 12X500G;GOMA 12X500G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;115500D07002;7;1245,79;42,00;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;500 G;GRANEL;DENTADURAS 12X500G;GOMA 12X500G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;115500D07002;5;889,85;30,00;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;500 G;GRANEL;MINHOCAS CITRICA 12X500G;GOMA 12X500G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;115500M13003;5;889,85;30,00;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;500 G;GRANEL;MINHOCAS CITRICA 12X500G;GOMA 12X500G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;115500M13003;7;1245,79;42,00;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;REGALIZ;15 G;MONOPORÇAO;TUBES MOR C/ LAR CITR 12X12X15;REGALIZ 12X12X15G;REGALIZ;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;11A017T09910;20;1667,60;43,20;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;REGALIZ;15 G;MONOPORÇAO;TUBES MOR C/ LAR CITR 12X12X15;REGALIZ 12X12X15G;REGALIZ;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;11A017T09910;60;5002,80;129,60;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;15 G;MONOPORÇAO;BANANAS 24X12X15G;GOMA 24X12X15G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;11A018B01011;96;16010,88;414,72;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;15 G;MONOPORÇAO;BANANAS 24X12X15G;GOMA 24X12X15G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;11A018B01011;96;16010,88;414,72;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;15 G;MONOPORÇAO;BEIJOS DE MORANGO 24X12X15G;GOMA 24X12X15G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;11C018B02011;36;6004,08;155,52;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;15 G;MONOPORÇAO;MINHOCAS BRILHO 24X12X15G;GOMA 24X12X15G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;11C018M12002;16;2668,48;69,12;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;15 G;MONOPORÇAO;MINHOCAS BRILHO 24X12X15G;GOMA 24X12X15G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;11C018M12002;144;24016,32;622,08;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;15 G;MONOPORÇAO;MINHOCAS CITRICA 24X12X15G;GOMA 24X12X15G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;11C018M13003;24;4002,72;103,68;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;GOMAS;15 G;MONOPORÇAO;URSINHOS 24X12X15G;GOMA 24X12X15G;GOMA;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;11C018U00102;120;20013,60;518,40;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;15 G;MONOPORÇAO;URSINHOS 24X12X15G;GOMA 24X12X15G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;11C018U00102;19;3168,82;82,08;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;GOMAS;15 G;MONOPORÇAO;URSINHOS 24X12X15G;GOMA 24X12X15G;GOMA;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;11C018U00102;96;16010,88;414,72;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;REGALIZ;SM;SM;TUBES MORANGO CITRICO 12X80G;REGALIZ 12X80G;REGALIZ;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;121080T03010;2040;24779,15;1958,40;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;REGALIZ;SM;SM;TUBES MORANGO CITRICO 12X80G;REGALIZ 12X80G;REGALIZ;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;121080T03010;2548;101181,08;2446,08;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;REGALIZ;SM;SM;TUBES MORANGO CITRICO 12X80G;REGALIZ 12X80G;REGALIZ;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;121080T03010;1020;40698,00;979,20;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;REGALIZ;SM;SM;TUBES MORANGO CITRICO 12X80G;REGALIZ 12X80G;REGALIZ;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;121080T03010;1054;42054,60;1011,84;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;REGALIZ;SM;SM;TUBES MORANGO 12X80G;REGALIZ 12X80G;REGALIZ;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;121080T05010;2040;24779,15;1958,40;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;REGALIZ;SM;SM;TUBES MORANGO 12X80G;REGALIZ 12X80G;REGALIZ;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;121080T05010;1820;72272,20;1747,20;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;REGALIZ;SM;SM;TUBES MORANGO 12X80G;REGALIZ 12X80G;REGALIZ;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;121080T05010;1020;40698,00;979,20;2024-06-01;2024-06
jun 2024;DISTRIBUIDORES;BRASIL;SUL;Venda;CBN DISTRIBUIDORA;PR;REGALIZ;SM;SM;TUBES MORANGO 12X80G;REGALIZ 12X80G;REGALIZ;SAO JOSE DOS PINHAIS;DISTRIBUIDORES;TERRITORIO SUL;DIST CBN;121080T05010;884;35271,60;848,64;2024-06-01;2024-06
mai 2023;DISTRIBUIDORES;BRASIL;SUDESTE;Venda;ONTARGET;SP;PASTILHAS;14 G;MONOPORÇAO;PAST FINI MENTA 12X40X14G;PASTILHAS 12X40X14G;OUTROS;BARUERI;DISTRIBUIDORES;TERRITORIO SP;DISTR ONTARGET - SP;110014F08501;7;1563,59;47,04;2023-05-01;2023-05
